w,y,square_meters,contract_type,availability,description,other_features,conditions,floor,elevator,energy_efficiency_class,condominium_fees,zone
1,1400,40,rent | transitory,available,"1 bedroom, 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | closet | balcony | terrace | centralized tv system | furnished | shared garden | window frames in double glass / pvcdouble exposure,new,9,yes,a,0,quartiere adriano
1,2000,88,rent | transitory,NA,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",optic fiber | video entryphone | security door | terrace | full day concierge | single tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,6,yes,g,180,pasteur
1,7200,160,rent | transitory,available from 22/05/2024,"4 (3 bedrooms, 1 other), 3 bathrooms, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,2,no,c,0,ticinese
1,1300,60,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | video entryphone | security door | external exposure | closet | terrace | half-day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvc,good condition,5,yes,f,NA,plebisciti - susa
1,1667,65,rent,NA,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",optic fiber | full day concierge | furnished | shared garden | window frames in double glass / wood,good condition,3,no,b,200,carrobbio
1,3100,120,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms",optic fiber | video entryphone | security door | external exposure | balcony | terrace | full day concierge | partially furnished | window frames in double glass / metal,excellent,6,yes,f,500,repubblica
1,1000,60,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",kitchen | furnished | exposure south,excellent,Mezzanine,yes,e,250,plebisciti - susa
1,6000,197,rent | 4+4,available,"5+ (3 bedrooms, 4 others), 2 bathrooms, kitchen diner",electric gate | fireplace | attic | security door | balcony | terrace | full day concierge | cellar | window frames in glass / wood,good condition,3,yes,NA,500,moscova
1,3083,100,rent | 4+4,available from 30/12/2023,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",security door | full day concierge | centralized tv system | only kitchen furnished | window frames in double glass / wood | double exposure,excellent,7,yes,c,458,palestro
1,950,58,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",kitchen | furnished | window frames in double glass / metal | exposure north,good condition,1,no,e,200,crescenzago
1,9000,170,rent | 4+4,NA,"4 (2 bedrooms, 2 others), 3 bathrooms, semi-habitable kitchen",electric gate | alarm system | security door | closet | full day concierge | centralized tv system | furnished | cellar | window frames in double glass / metal | double exposure,excellent,3,yes,g,666,palestro
1,1500,68,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",furnished,excellent,2,yes,NA,150,amendola - buonarroti
1,4000,130,rent | 4+4,NA,"3 (2 bedrooms, 1 other), 1 bathroom, kitchenette",electric gate | optic fiber | security door | closet | terrace | half-day concierge | single tv system | furnished | cellar | window frames in double glass / wood | double exposure,excellent,2,yes,e,435,moscova
1,1400,50,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | security door | closet | half-day concierge | centralized tv system | furnished | cellar | window frames in double glass / wood | double exposure,excellent,Mezzanine,yes,e,100,pagano
1,2450,75,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",closet | balcony | full day concierge | furnished | cellar,excellent,7,yes,b,330,pagano
1,2500,72,rent | transitory,available from 10/03/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,7,no,c,0,piazza napoli
1,1950,50,rent | transitory,available from 25/04/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,buenos aires
1,2200,120,rent,available,"3 (2 bedrooms, 1 other), 2 bathrooms, semi-habitable kitchen",video entryphone | security door | closet | terrace | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,5,yes,d,550,ticinese
1,7333,230,rent | 4+4,available,"5 (4 bedrooms, 1 other), 3+ bathrooms, kitchen diner",video entryphone | security door | closet | balcony | full day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / wood | double exposure,excellent,1,yes,g,708,vincenzo monti
1,3474,138,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",electric gate | fireplace | optic fiber | video entryphone | security door | internal exposure | closet | balcony | full day concierge | centralized tv system | only kitchen furnished | cellar | shared garden | window frames in triple glass / pvc,excellent,2,yes,e,467,carrobbio
1,2250,120,rent,available,"3 bedrooms, 1 bathroom, kitchen diner",balcony | full day concierge | centralized tv system | furnished | shared garden | double exposure,NA,2,yes,f,250,maggiolina
1,4200,126,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",video entryphone | security door | full day concierge | cellar | window frames in triple glass / wood | double exposure,excellent,1,yes,NA,400,cadorna - castello
1,2150,86,rent | 4+4,available,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",electric gate | optic fiber | video entryphone | security door | closet | balcony | terrace | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvcdouble exposure,excellent,4,yes,NA,400,piazzale siena
1,1950,70,rent,available,"3 (2 bedrooms, 1 other), 1 bathroom","kitchen | balcony | furnished | window frames in double glass / pvcexposure south, east, west",excellent,3,yes,NA,250,cenisio
1,1100,50,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",security door | balcony | furnished | window frames in double glass / pvc,excellent,2,no,g,200,ripamonti
1,1300,53,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",security door | balcony | full day concierge | partially furnished,excellent,6,yes,f,80,martini - insubria
1,1400,40,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",reception | kitchen | balcony | furnished | window frames in glass / wood | exposure north,excellent,1,yes,NA,270,buenos aires
1,2000,90,rent | open,available,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchenette",electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | terrace | half-day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvc,new,4,yes,b,200,ghisolfa - mac mahon
1,780,35,rent | transitory,available,"1 bedroom, 1 bathroom, open kitchen",optic fiber | security door | internal exposure | balcony | centralized tv system | furnished | window frames in glass / metal,excellent,4,yes,NA,170,città studi
1,1000,61,rent | 3+2,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",electric gate | optic fiber | security door | internal exposure | terrace | single tv system | furnished,good condition,2,yes,c,100,lambrate
1,2750,50,rent | transitory,available from 03/04/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,6,no,c,0,giambellino
1,3000,110,rent | 4+4,available from 01/06/2024,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",security door | balcony | full day concierge | only kitchen furnished,excellent,2,yes,g,375,palestro
1,2500,50,rent | transitory,available from 06/12/2022,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,isola
1,1600,70,rent,NA,"3 (2 bedrooms, 1 other), 1 bathroom",kitchen | balcony | furnished | window frames in double glass / wood,excellent,1,no,NA,100,corso san gottardo
1,2000,90,rent,available,"3 (2 bedrooms, 1 other), 1 bathroom, semi-habitable kitchen",security door | terrace | full day concierge | furnished,good condition,2,yes,d,400,moscova
1,1800,57,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",optic fiber | video entryphone | alarm system | security door | external exposure | closet | terrace | full day concierge | centralized tv system | furnished | window frames in double glass / pvc,excellent,4,yes,c,275,centrale
1,1100,50,rent | open,NA,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",electric gate | optic fiber | security door | external exposure | terrace | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / wood,excellent,3,yes,b,150,rubattino
1,1350,58,rent,available,"2 (1 bedroom, 1 other), 1 bathroom","reception | balcony | furnished | exposure south, east, west",NA,Mezzanine,yes,NA,75,lodi - brenta
1,1300,50,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",furnished,excellent,2,yes,b,450,città studi
1,1900,96,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | closet | balcony | full day concierge | furnished | window frames in glass / pvcdouble exposure,excellent,7,yes,e,NA,cadore
1,1490,70,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | full day concierge | centralized tv system | partially furnished | window frames in double glass / wood,excellent,5,yes,g,150,buenos aires
1,950,35,rent | open,available from 29/05/2024,"1 bedroom, 1 bathroom, kitchen nook",optic fiber | alarm system | security door | closet | full day concierge | centralized tv system | furnished | window frames in triple glass / wood | double exposure,excellent,1,yes,f,250,navigli - darsena
1,3750,90,rent | transitory,NA,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",optic fiber | video entryphone | security door | balcony | centralized tv system | furnished | window frames in double glass / wood | double exposure,excellent,5,yes,e,NA,dezza
1,1280,80,rent | transitory,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",optic fiber | security door | balcony | half-day concierge | centralized tv system | furnished | window frames in glass / wood | double exposure,excellent,3,yes,e,270,bovisa
1,2000,38,rent,available,"1 room, 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | external exposure | full day concierge | centralized tv system | furnished | window frames in double glass / pvc,excellent,6,yes,e,1100,morgagni
1,2750,90,rent | 4+4,available,"3 (1 bedroom, 2 others), 2 bathrooms, open kitchen",electric gate | attic | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | balcony | terrace | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / wood,excellent,3,yes,g,150,paolo sarpi
1,900,40,rent,NA,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",security door | internal exposure | full day concierge | furnished,NA,1,no,g,100,carrobbio
1,1700,80,rent,available,"3 (2 bedrooms, 1 other), 1 bathroom","balcony | partially furnished | shared garden | window frames in double glass / pvcexposure north, south",good condition,3,yes,f,NA,argonne - corsica
1,4500,115,rent | 4+4,available,"4 (3 bedrooms, 1 other), 3 bathrooms, open kitchen",optic fiber | video entryphone | alarm system | security door | closet | balcony | full day concierge | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,2,yes,d,500,duomo
1,1200,48,rent | transitory,available from 01/06/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,washington
